#,Transaction_ID,Officer_ID,Officer_Name,Site_ID,Site_Name,Site_Location,Activity_ID,Activity_Type,Activity_Description,Activity_Duration,Equipment_Used,Use_More_Than_Five_Equipments,Pollution_Level_Detected,Compliance_Status,Community_Feedback_Rating,Office_Location,Incentive_Received,Compliance_Target_Achieved,Price_ID,Monitoring_Date,Price,Total
12,599,6,Grace Jones,395,King Edward Park,"Darling Harbour, Sydney, NSW 2000",4,Air Quality Check,Description 172,3.82,16,true,203.68,Non-Compliant,1,Sydney,Yes,No,51C3328A-A852-4670-B864-32C410916EBF,2022-04-29,118.29,1892.64
13,1497,24,Wendy Mitchell,553,Belmont Wetlands State Park,"Kalaroo Road, Redhead, NSW 2290",4,Air Quality Check,Description 156,6.76,13,true,478.09,Non-Compliant,2,Brisbane,No,No,8F542420-4310-4E3B-89EF-00A350F84118,2022-11-18,272.50,3542.50
14,2141,5,Yvonne Cook,275,Braye Park,"Queen Street Mall, Brisbane, QLD 4000",2,Soil Quality Test,Description 121,2.07,2,false,110.47,Non-Compliant,3,Brisbane,Yes,Yes,71194528-09DF-4925-8127-01D8A03200DC,2022-04-27,369.48,738.96
15,2356,10,Samantha Wright,15,Richley Reserve,"Carnley Avenue, Kotara, NSW 2289",1,Water Quality Test,Description 173,4.59,11,true,371.04,Compliant,5,Perth,Yes,Yes,DC102721-6C61-4336-B748-0E6B1B477209,2022-04-11,472.34,5195.74
16,3230,4,Diana Taylor,182,Awaba State Forest,"Mount Faulk Road, Awaba, NSW 2283",4,Air Quality Check,Description 128,2.85,19,true,180.05,Non-Compliant,4,Darwin,Yes,Yes,9154B641-C057-46EA-B449-01330F5F98B2,2022-08-24,462.30,8783.70
17,3497,29,Catherine Lee,445,Jesmond Park,"Robinson Avenue, Jesmond, NSW 2299",1,Water Quality Test,Description 145,5.98,12,true,292.19,Compliant,5,Melbourne,Yes,Yes,F3049275-B902-4597-B4B2-003FF31A6476,2022-10-02,235.52,2826.24
18,2046,23,Ella Brown,131,Hunter Wetlands Centre,"South Bank, Brisbane, QLD 4101",4,Air Quality Check,Description 65,1.36,18,true,481.47,Compliant,1,Brisbane,Yes,No,837793E0-7AF5-411E-862F-1814855A87B4,2022-10-13,191.08,3439.44
19,1169,23,Ella Brown,385,Merewether Beach,"South Bank, Brisbane, QLD 4101",3,Noise Level Measurement,Description 117,4.17,4,false,154.76,Compliant,5,Brisbane,No,No,0BCD64AE-A6D6-48F8-800E-24808BC9840E,2022-05-20,216.13,864.52
20,1798,12,Beth Smith,281,Jesmond Park,"St Kilda Road, Melbourne, VIC 3004",4,Air Quality Check,Description 76,3.45,5,false,263.91,Non-Compliant,1,Melbourne,No,No,FD278EE0-15B2-44F4-8A61-00745DF8C4BA,2022-10-09,156.40,782.00
21,1488,23,Ella Brown,436,Lambton Park,"Darwin Waterfront, Darwin, NT 0800",3,Noise Level Measurement,Description 45,1.54,17,true,257.30,Non-Compliant,3,Darwin,No,No,FD99B5A9-162A-434A-B937-2401D30FC251,2022-10-28,137.07,2330.19
22,1778,29,Catherine Lee,224,Croudace Bay Park,"Salamanca Place, Hobart, TAS 7000",3,Noise Level Measurement,Description 76,5.07,18,true,228.32,Compliant,4,Hobart,Yes,Yes,D4349798-14E3-4883-A9E3-015C14B861ED,2022-05-30,237.80,4280.40
23,637,5,Yvonne Cook,489,Charlestown Park,"Cottesloe Beach, Perth, WA 6011",4,Air Quality Check,Description 15,6.55,12,true,163.48,Compliant,3,Perth,No,No,9FA0BA13-976D-41A0-98DB-044EFC865093,2022-07-25,190.63,2287.56
24,534,7,Laura Clark,164,Warners Bay Foreshore,"Cottesloe Beach, Perth, WA 6011",4,Air Quality Check,Description 169,5.44,1,false,496.27,Compliant,1,Perth,Yes,Yes,66AB00ED-81AF-4CF2-A3FD-16F93A33AF14,2022-08-14,367.06,367.06
25,4369,4,Diana Taylor,48,Charlestown Park,"St Kilda Road, Melbourne, VIC 3004",1,Water Quality Test,Description 154,3.38,4,false,174.69,Non-Compliant,5,Melbourne,No,No,1876520A-07C2-4C6E-8EEB-0E53862F478D,2022-01-05,211.67,846.68
26,2497,23,Ella Brown,170,King Edward Park,"Surfers Paradise Beach, Gold Coast, QLD 4217",3,Noise Level Measurement,Description 87,1.27,10,true,464.80,Compliant,1,Gold Coast,No,No,9C07C5EC-7572-4D70-BE10-18598380DBA0,2022-05-28,475.43,4754.30
27,1424,11,Paula Young,422,King Edward Park,"Queen Street Mall, Brisbane, QLD 4000",3,Noise Level Measurement,Description 98,3.74,9,true,208.68,Compliant,4,Brisbane,No,No,E46A4425-E1B8-4A9B-85D0-014FC2113D87,2022-03-10,463.65,4172.85
28,882,16,Olivia Hall,389,Waratah Park,"St Kilda Road, Melbourne, VIC 3004",4,Air Quality Check,Description 149,4.50,19,true,90.72,Compliant,2,Melbourne,No,No,BF866BAA-0903-4EEA-BB5D-23E9F1F5493F,2022-08-20,484.75,9210.25
29,1198,25,Isabella Thompson,209,Belmont Wetlands State Park,"Circular Quay, Sydney, NSW 2000",2,Soil Quality Test,Description 36,5.50,10,true,47.86,Compliant,1,Sydney,No,No,16FF699C-B6A7-4DE4-AFBB-021375D3FB45,2022-04-02,468.31,4683.10
30,691,14,Natalie Walker,512,Mount Sugarloaf,"Darwin Waterfront, Darwin, NT 0800",4,Air Quality Check,Description 157,3.91,16,true,178.38,Compliant,5,Darwin,No,No,0C3B73B7-0AF5-4A4F-9863-22F5D5614240,2022-05-27,249.67,3994.72
31,2327,16,Olivia Hall,209,Belmont Wetlands State Park,"Circular Quay, Sydney, NSW 2000",4,Air Quality Check,Description 40,7.44,10,true,19.54,Compliant,4,Sydney,No,No,B527E48B-32BD-434E-9E75-00EA62DC7E76,2022-02-07,127.80,1278.00
32,3182,26,Uma Allen,83,Braye Park,"Rundle Mall, Adelaide, SA 5000",4,Air Quality Check,Description 131,2.92,16,true,416.24,Compliant,3,Adelaide,Yes,Yes,1B412087-6676-44EC-B0DA-0D0BBC02BA88,2022-05-06,163.27,2612.32
33,1579,2,Tina Scott,330,Speers Point Park,"Federation Square, Melbourne, VIC 3000",2,Soil Quality Test,Description 127,5.95,9,true,94.72,Non-Compliant,5,Melbourne,Yes,Yes,B49B5A1A-2882-4AB3-9896-0C68673B269B,2022-12-22,364.29,3278.61
34,1131,26,Uma Allen,450,Hunter Wetlands Centre,"Glenelg Beach, Adelaide, SA 5045",2,Soil Quality Test,Description 6,3.80,9,true,127.65,Compliant,3,Adelaide,Yes,No,52C3442B-8513-4210-B77D-15559F2F2B72,2022-02-20,326.51,2938.59
35,4138,26,Uma Allen,498,Newcastle Beach,"John Parade, Merewether, NSW 2291",2,Soil Quality Test,Description 178,3.88,17,true,12.37,Non-Compliant,3,Newcastle,No,No,3C0875B2-A134-4F74-BB71-25483A0EB2F5,2022-02-24,164.25,2792.25
36,4277,6,Grace Jones,525,Speers Point Park,"Glenelg Beach, Adelaide, SA 5045",1,Water Quality Test,Description 59,3.51,1,false,108.08,Non-Compliant,3,Adelaide,Yes,No,99874167-9782-4ABA-BE6E-00313C4D931A,2022-01-31,374.05,374.05
37,1352,2,Tina Scott,131,Hunter Wetlands Centre,"South Bank, Brisbane, QLD 4101",4,Air Quality Check,Description 12,6.17,13,true,197.99,Non-Compliant,5,Brisbane,Yes,No,F5933AD5-C62D-473E-BDB0-019F029D7CC7,2022-07-05,152.27,1979.51
38,1570,9,Vicky Turner,207,Croudace Bay Park,"St Kilda Road, Melbourne, VIC 3004",2,Soil Quality Test,Description 37,4.23,17,true,368.98,Non-Compliant,3,Melbourne,No,No,76A5C000-00ED-4914-A9D3-15F7E62FCD36,2022-12-14,171.68,2918.56
39,3620,2,Tina Scott,447,Glenrock State Conservation Area,"Federation Square, Melbourne, VIC 3000",4,Air Quality Check,Description 196,5.26,14,true,138.39,Non-Compliant,1,Melbourne,No,No,DF725A01-0CC9-4DE6-B20A-039BCFB3CB24,2022-11-04,474.79,6647.06
40,4212,23,Ella Brown,11,Newcastle Beach,"St Kilda Road, Melbourne, VIC 3004",4,Air Quality Check,Description 54,1.93,7,true,360.36,Non-Compliant,1,Melbourne,Yes,Yes,F3049275-B902-4597-B4B2-003FF31A6476,2022-10-02,235.52,1648.64
41,2057,27,Fiona Wilson,113,Hunter Wetlands Centre,"Circular Quay, Sydney, NSW 2000",1,Water Quality Test,Description 187,5.85,1,false,102.85,Compliant,4,Sydney,No,No,BBC1B93A-08A9-4E5E-8BF8-0C88AF34321F,2022-08-01,344.96,344.96
42,1749,8,Zoe Ward,387,Speers Point Park,"Darwin Waterfront, Darwin, NT 0800",2,Soil Quality Test,Description 163,7.89,3,false,487.45,Non-Compliant,5,Darwin,Yes,Yes,B5F035CE-7839-4057-9AD9-3D8E2690D756,2022-11-03,190.09,570.27
43,3471,24,Wendy Mitchell,142,Blackbutt Nature Reserve,"Parliament House, Canberra, ACT 2600",4,Air Quality Check,Description 92,2.46,7,true,132.26,Compliant,4,Canberra,Yes,No,3B1CA2B4-C80F-48BA-9777-16AFC9FAC2DE,2022-03-17,193.71,1355.97
44,3328,23,Ella Brown,562,King Edward Park,"Broadbeach, Gold Coast, QLD 4218",4,Air Quality Check,Description 191,4.75,18,true,327.08,Compliant,5,Gold Coast,Yes,No,D61042CC-AA04-4B68-A932-016A80B5A0B4,2022-10-27,144.98,2609.64
45,315,5,Yvonne Cook,376,Lambton Park,"Broadbeach, Gold Coast, QLD 4218",1,Water Quality Test,Description 127,7.61,9,true,346.79,Compliant,2,Gold Coast,No,No,79F24B58-C541-4C31-A277-0D33A3ABE214,2022-09-13,429.38,3864.42
46,4783,1,Megan Lewis,495,Charlestown Park,"Frederick Street, Charlestown, NSW 2290",2,Soil Quality Test,Description 128,5.48,19,true,173.56,Compliant,4,Perth,Yes,No,C9BE32E0-4F41-480D-9858-02DED22BBCA4,2022-03-27,223.84,4252.96
47,825,18,Rachel King,31,Hunter Wetlands Centre,"Queen Street Mall, Brisbane, QLD 4000",4,Air Quality Check,Description 135,5.31,10,true,11.43,Non-Compliant,5,Brisbane,No,No,910EC891-156D-4F82-9111-023C1AB25227,2022-06-10,417.35,4173.50
48,4114,14,Natalie Walker,525,Speers Point Park,"Glenelg Beach, Adelaide, SA 5045",3,Noise Level Measurement,Description 152,2.93,1,false,47.01,Non-Compliant,5,Adelaide,Yes,No,C729107F-A04A-4315-B0E7-0CEC1EBFA79B,2022-07-04,238.49,238.49
49,2072,16,Olivia Hall,195,Nobbys Beach,"Mount Wellington, Hobart, TAS 7054",3,Noise Level Measurement,Description 189,7.15,15,true,486.91,Non-Compliant,1,Hobart,Yes,Yes,F0049763-A2C0-495F-90BC-000E083A028D,2022-01-16,147.60,2214.00
50,2628,1,Megan Lewis,11,Newcastle Beach,"St Kilda Road, Melbourne, VIC 3004",2,Soil Quality Test,Description 190,2.83,3,false,146.66,Compliant,4,Melbourne,No,No,4725C0A3-AF66-4C89-8CCA-16894BCBE8FB,2022-04-28,293.30,879.90
51,1753,6,Grace Jones,282,Redhead Beach,"Beach Road, Redhead, NSW 2290",4,Air Quality Check,Description 27,6.06,18,true,196.97,Non-Compliant,4,Adelaide,Yes,No,8893B5A3-4F78-4F9D-A7E2-15BB043271B5,2022-11-02,468.06,8425.08
52,762,24,Wendy Mitchell,574,Newcastle Beach,"Shortland Esplanade, Newcastle, NSW 2300",3,Noise Level Measurement,Description 183,5.74,19,true,452.93,Compliant,2,Newcastle,Yes,No,19E4FAC0-7482-4C08-B07F-247E04B68D05,2022-06-26,473.39,8994.41
53,2956,13,Jane White,170,King Edward Park,"Surfers Paradise Beach, Gold Coast, QLD 4217",3,Noise Level Measurement,Description 150,5.31,5,false,144.69,Non-Compliant,4,Gold Coast,No,No,52E0D94A-12C2-45EF-BEB1-01D2C1C9EBFA,2022-10-18,179.27,896.35
54,4634,21,Xena Perez,103,Charlestown Park,"Sandgate Road, Shortland, NSW 2307",3,Noise Level Measurement,Description 120,4.68,1,false,58.36,Compliant,1,Darwin,No,No,C8A43E2C-B462-48B6-BFD2-1619C0F46B49,2022-03-08,259.15,259.15
55,1773,1,Megan Lewis,118,Nobbys Beach,"Salamanca Place, Hobart, TAS 7000",4,Air Quality Check,Description 62,7.63,13,true,239.96,Compliant,4,Hobart,Yes,No,6FFB0DC1-AD14-44A1-9739-3D3019087158,2022-08-21,310.11,4031.43
56,980,12,Beth Smith,157,Watagan Mountains,"Parliament House, Canberra, ACT 2600",3,Noise Level Measurement,Description 170,1.99,8,true,190.29,Compliant,4,Canberra,Yes,Yes,AA198C9D-DBA2-4D3B-9891-24B26D3E0D6A,2022-06-08,245.27,1962.16
57,4646,26,Uma Allen,461,Glenrock State Conservation Area,"Salamanca Place, Hobart, TAS 7000",1,Water Quality Test,Description 61,4.21,1,false,471.27,Non-Compliant,1,Hobart,Yes,Yes,CABC4A9A-7C79-403D-B8E9-102B3C12AC87,2022-09-04,232.22,232.22
58,805,26,Uma Allen,467,Toronto Foreshore,"Queen Street Mall, Brisbane, QLD 4000",2,Soil Quality Test,Description 56,4.01,7,true,100.92,Non-Compliant,4,Brisbane,Yes,Yes,182E40A3-5C27-4049-8549-0266DD61A7C7,2022-06-18,181.22,1268.54
59,1354,13,Jane White,91,Waratah Park,"Parliament House, Canberra, ACT 2600",2,Soil Quality Test,Description 60,2.89,19,true,229.46,Compliant,5,Canberra,Yes,Yes,E2E13757-7C74-4D32-98F3-00566E542F61,2022-08-25,485.59,9226.21
60,3358,9,Vicky Turner,293,Croudace Bay Park,"Parliament House, Canberra, ACT 2600",1,Water Quality Test,Description 188,5.71,4,false,349.40,Non-Compliant,3,Canberra,No,No,64A89F6C-6084-44A4-A900-24851AAE4BE5,2022-01-06,367.49,1469.96
61,4633,27,Fiona Wilson,56,Newcastle Beach,"Lake Burley Griffin, Canberra, ACT 2600",4,Air Quality Check,Description 188,1.59,6,true,464.03,Compliant,4,Canberra,No,No,CEE01ED8-92E5-458A-B627-178A59C0BB99,2022-01-01,330.54,1983.24
62,3355,23,Ella Brown,200,Blackbutt Nature Reserve,"John Parade, Merewether, NSW 2291",4,Air Quality Check,Description 128,2.91,8,true,225.02,Compliant,4,Newcastle,Yes,Yes,EEFDE026-6ADF-4587-8414-0DB81F02D5E7,2022-07-29,116.13,929.04
63,3010,15,Hannah Moore,559,Merewether Beach,"Darwin Waterfront, Darwin, NT 0800",4,Air Quality Check,Description 4,1.00,14,true,100.27,Compliant,4,Darwin,Yes,No,BBC1B93A-08A9-4E5E-8BF8-0C88AF34321F,2022-08-01,344.96,4829.44
64,204,21,Xena Perez,361,Blackbutt Nature Reserve,"Reserve Road, Newcastle, NSW 2300",2,Soil Quality Test,Description 158,7.36,19,true,2.70,Compliant,2,Darwin,Yes,Yes,4E47E4B5-2159-4428-981A-318754B58141,2022-07-10,164.47,3124.93
65,2090,6,Grace Jones,512,Mount Sugarloaf,"Darwin Waterfront, Darwin, NT 0800",3,Noise Level Measurement,Description 178,2.30,15,true,360.13,Non-Compliant,2,Darwin,Yes,No,4096668A-EEC5-4C6E-899F-150BF4131282,2022-11-16,404.03,6060.45
66,4591,2,Tina Scott,303,Heaton State Forest,"Kings Park, Perth, WA 6005",4,Air Quality Check,Description 173,4.59,2,false,268.42,Non-Compliant,3,Perth,No,No,E8814B41-8747-4402-BA79-249A38126C28,2022-07-28,292.63,585.26
67,2650,26,Uma Allen,195,Nobbys Beach,"Mount Wellington, Hobart, TAS 7054",4,Air Quality Check,Description 74,6.65,15,true,299.64,Compliant,2,Hobart,No,No,FD278EE0-15B2-44F4-8A61-00745DF8C4BA,2022-10-09,156.40,2346.00
68,3210,5,Yvonne Cook,79,Richley Reserve,"Kings Park, Perth, WA 6005",3,Noise Level Measurement,Description 107,2.97,18,true,294.78,Non-Compliant,4,Perth,Yes,Yes,4096668A-EEC5-4C6E-899F-150BF4131282,2022-11-16,404.03,7272.54
69,856,12,Beth Smith,495,Charlestown Park,"Frederick Street, Charlestown, NSW 2290",3,Noise Level Measurement,Description 44,7.95,1,false,443.93,Compliant,5,Perth,Yes,Yes,DBA72CFB-2CC3-47E9-A03F-16DC82EDA9B5,2022-09-24,487.68,487.68
70,1936,20,Kate Harris,562,King Edward Park,"Broadbeach, Gold Coast, QLD 4218",3,Noise Level Measurement,Description 26,2.56,2,false,196.20,Compliant,2,Gold Coast,No,No,C7922094-CB68-409A-B221-22C841B24324,2022-09-16,426.69,853.38
71,2025,2,Tina Scott,209,Belmont Wetlands State Park,"Circular Quay, Sydney, NSW 2000",2,Soil Quality Test,Description 62,3.21,2,false,451.07,Compliant,4,Sydney,Yes,Yes,FD278EE0-15B2-44F4-8A61-00745DF8C4BA,2022-10-09,156.40,312.80
72,4155,9,Vicky Turner,169,Redhead Beach,"Rundle Mall, Adelaide, SA 5000",4,Air Quality Check,Description 4,5.68,20,true,250.15,Non-Compliant,3,Adelaide,Yes,No,DB8ECFED-6DC8-4486-97CE-0D32299088D5,2022-08-12,272.67,5453.40
73,567,9,Vicky Turner,375,Croudace Bay Park,"Shortland Esplanade, Newcastle, NSW 2300",1,Water Quality Test,Description 82,6.87,11,true,214.56,Compliant,1,Newcastle,No,No,2CA2F345-5543-43D4-A525-01E98666B107,2022-01-19,364.99,4014.89
74,4350,15,Hannah Moore,443,Speers Point Park,"Broadbeach, Gold Coast, QLD 4218",1,Water Quality Test,Description 106,4.26,20,true,467.92,Compliant,4,Gold Coast,Yes,Yes,10DBC6A4-FFF8-4E2F-9CB8-238B6B0BCD53,2022-07-09,248.65,4973.00
75,3145,5,Yvonne Cook,81,Merewether Beach,"Glenelg Beach, Adelaide, SA 5045",2,Soil Quality Test,Description 26,2.40,18,true,376.82,Compliant,3,Adelaide,Yes,No,ED1A05FE-5EBD-4216-BD63-018FE2CB8A67,2022-06-23,278.60,5014.80
76,4477,20,Kate Harris,170,King Edward Park,"Surfers Paradise Beach, Gold Coast, QLD 4217",4,Air Quality Check,Description 161,4.20,16,true,172.37,Non-Compliant,3,Gold Coast,Yes,Yes,BC66B981-434A-4E8F-997B-00CED28D2A2E,2022-03-18,416.78,6668.48
77,4230,16,Olivia Hall,339,Toronto Foreshore,"South Bank, Brisbane, QLD 4101",1,Water Quality Test,Description 96,1.17,15,true,42.65,Non-Compliant,2,Brisbane,Yes,Yes,86521AEB-24B1-4BBD-9758-011CCFE5EF50,2022-01-09,269.38,4040.70
78,2256,2,Tina Scott,444,Richley Reserve,"Mount Wellington, Hobart, TAS 7054",3,Noise Level Measurement,Description 106,3.28,14,true,359.54,Compliant,2,Hobart,Yes,No,E244EDE9-6334-4D74-A050-187FF18341C8,2022-08-16,282.57,3955.98
79,3655,10,Samantha Wright,146,Waratah Park,"Lake Burley Griffin, Canberra, ACT 2600",3,Noise Level Measurement,Description 13,1.12,16,true,241.53,Compliant,2,Canberra,No,No,1CBD5AD0-3274-4F92-AC85-0D70B4513148,2022-11-07,435.03,6960.48
80,3744,21,Xena Perez,303,Heaton State Forest,"Kings Park, Perth, WA 6005",4,Air Quality Check,Description 79,6.51,5,false,301.74,Non-Compliant,1,Perth,Yes,Yes,386A7EAF-9B2C-4571-AF5C-02D1DD563D23,2022-02-13,408.40,2042.00
81,644,25,Isabella Thompson,318,Warners Bay Foreshore,"Mount Wellington, Hobart, TAS 7054",3,Noise Level Measurement,Description 83,1.62,11,true,148.65,Non-Compliant,5,Hobart,No,No,21C2D572-9E0B-481F-96B2-182C53B3E699,2022-03-07,422.03,4642.33
82,192,5,Yvonne Cook,335,Watagan Mountains,"St Kilda Road, Melbourne, VIC 3004",2,Soil Quality Test,Description 172,6.88,7,true,410.97,Non-Compliant,1,Melbourne,Yes,No,4828D3BF-8925-4D82-BF4B-1714E27679F8,2022-01-17,195.62,1369.34
83,3710,9,Vicky Turner,539,Richley Reserve,"Salamanca Place, Hobart, TAS 7000",3,Noise Level Measurement,Description 97,1.12,19,true,323.68,Non-Compliant,4,Hobart,No,No,E737A6BD-DB0B-4797-9E8D-01E7E756769D,2022-09-10,336.25,6388.75
84,1629,14,Natalie Walker,496,Richley Reserve,"Parliament House, Canberra, ACT 2600",3,Noise Level Measurement,Description 123,6.54,1,false,297.06,Compliant,2,Canberra,No,No,0CBD7A70-49AC-4C20-999E-330E6E418C56,2022-05-09,117.71,117.71
85,968,5,Yvonne Cook,39,Glenrock State Conservation Area,"John Parade, Merewether, NSW 2291",3,Noise Level Measurement,Description 192,3.82,7,true,437.76,Compliant,3,Newcastle,No,No,68657A8B-5AF8-4B41-8141-075CBB7353CB,2022-10-30,261.45,1830.15
86,2835,1,Megan Lewis,297,Mount Sugarloaf,"Broadbeach, Gold Coast, QLD 4218",1,Water Quality Test,Description 193,2.12,15,true,283.85,Compliant,3,Gold Coast,Yes,Yes,E46A4425-E1B8-4A9B-85D0-014FC2113D87,2022-03-10,463.65,6954.75
87,2444,26,Uma Allen,118,Nobbys Beach,"Salamanca Place, Hobart, TAS 7000",2,Soil Quality Test,Description 189,2.92,13,true,34.99,Non-Compliant,5,Hobart,No,No,0E2DEE39-B9FE-425D-BFCB-00CE9E3B4853,2022-10-19,330.13,4291.69
88,4137,18,Rachel King,293,Croudace Bay Park,"Parliament House, Canberra, ACT 2600",1,Water Quality Test,Description 103,5.95,20,true,59.80,Compliant,2,Canberra,Yes,Yes,77899BBB-FE5C-4475-B502-04966622FFD6,2022-12-04,470.10,9402.00
89,2540,15,Hannah Moore,11,Newcastle Beach,"St Kilda Road, Melbourne, VIC 3004",3,Noise Level Measurement,Description 1,4.26,10,true,89.44,Non-Compliant,2,Melbourne,Yes,Yes,57DCD100-4817-4534-B9CF-1515B42A5141,2021-01-01,123.51,1235.10
90,3751,16,Olivia Hall,207,Croudace Bay Park,"St Kilda Road, Melbourne, VIC 3004",1,Water Quality Test,Description 129,1.43,19,true,471.91,Compliant,3,Melbourne,No,No,F63CA7BC-04CB-4B23-866D-018A81A7EE84,2022-10-10,238.68,4534.92
91,389,19,Alice Johnson,206,Croudace Bay Park,"Federation Square, Melbourne, VIC 3000",3,Noise Level Measurement,Description 110,4.11,15,true,124.69,Compliant,4,Melbourne,Yes,No,64F93483-B216-40CD-AF3F-024F08A4AADB,2022-06-30,416.54,6248.10
92,852,21,Xena Perez,256,Toronto Foreshore,"Surfers Paradise Beach, Gold Coast, QLD 4217",2,Soil Quality Test,Description 61,7.74,18,true,469.47,Non-Compliant,3,Gold Coast,No,No,22D1D22F-A56D-487E-B98A-177CC235AB68,2022-01-03,139.14,2504.52
93,4059,5,Yvonne Cook,574,Newcastle Beach,"Shortland Esplanade, Newcastle, NSW 2300",1,Water Quality Test,Description 12,3.36,14,true,82.68,Non-Compliant,5,Melbourne,Yes,No,4828D3BF-8925-4D82-BF4B-1714E27679F8,2022-01-17,195.62,2738.68
94,4685,7,Laura Clark,79,Richley Reserve,"Kings Park, Perth, WA 6005",1,Water Quality Test,Description 146,3.13,1,false,353.67,Non-Compliant,3,Perth,Yes,No,8541D886-2640-434D-B660-000A8C4EB8FB,2022-09-09,249.39,249.39
95,2304,15,Hannah Moore,222,Awaba State Forest,"Mindil Beach, Darwin, NT 0820",3,Noise Level Measurement,Description 9,2.26,7,true,328.62,Compliant,1,Darwin,No,No,E761D5C2-CD90-44A9-9948-156713B7A4A4,2022-03-09,251.53,1760.71
96,3936,18,Rachel King,540,King Edward Park,"Reserve Road, Newcastle, NSW 2300",1,Water Quality Test,Description 112,4.11,15,true,432.86,Non-Compliant,4,Adelaide,Yes,No,8A577430-39DA-445F-9F48-258523E7EEFF,2022-04-05,187.62,2814.30
97,1989,20,Kate Harris,262,Glenrock State Conservation Area,"Cottesloe Beach, Perth, WA 6011",4,Air Quality Check,Description 182,3.97,3,false,197.80,Non-Compliant,2,Perth,No,No,9DDE9210-07DC-4570-97A1-055748287F6A,2022-09-28,363.00,1089.00
98,2154,19,Alice Johnson,259,Speers Point Park,"South Bank, Brisbane, QLD 4101",2,Soil Quality Test,Description 168,1.87,17,true,329.15,Non-Compliant,4,Brisbane,No,No,135C149C-EABA-4066-9DCA-009168C0BC0D,2022-03-22,111.63,1897.71
99,1116,19,Alice Johnson,335,Watagan Mountains,"St Kilda Road, Melbourne, VIC 3004",3,Noise Level Measurement,Description 99,4.63,4,false,256.57,Non-Compliant,5,Melbourne,No,No,0E2DEE39-B9FE-425D-BFCB-00CE9E3B4853,2022-10-19,330.13,1320.52
